Unnamed: 0,title,persons,time,calories,stars,url,image
0,"Ovenschotel met volkorenpasta, broccoli en witte kaas",4,20,650,0,https://www.ah.nl/allerhande/recept/R-R1194896/ovenschotel-met-volkorenpasta-broccoli-en-witte-kaas,https://static.ah.nl/static/recepten/img_RAM_PRD144832_1024x748_JPG.jpg
0,Volkorencouscous met kipgehaktballetjes en spinazie,4,25,570,0,https://www.ah.nl/allerhande/recept/R-R1194895/volkorencouscous-met-kipgehaktballetjes-en-spinazie,https://static.ah.nl/static/recepten/img_RAM_PRD144823_1024x748_JPG.jpg
0,"Zwarte-bonenburgers met pittige tomatensaus, quinoa en spruitjes",4,30,695,0,https://www.ah.nl/allerhande/recept/R-R1194894/zwarte-bonenburgers-met-pittige-tomatensaus-quinoa-en-spruitjes,https://static.ah.nl/static/recepten/img_RAM_PRD144828_1024x748_JPG.jpg
0,Gnocchi met cavolo nero en braadworst,4,15,530,0,https://www.ah.nl/allerhande/recept/R-R1194893/gnocchi-met-cavolo-nero-en-braadworst,https://static.ah.nl/static/recepten/img_RAM_PRD144831_1024x748_JPG.jpg
0,Fish and chips,2,45,880,0,https://www.ah.nl/allerhande/recept/R-R1194892/fish-and-chips,https://static.ah.nl/static/recepten/img_RAM_PRD144794_1024x748_JPG.jpg
0,Aardappel-broccolisoep met volkoren kruiden crostini,4,25,445,0,https://www.ah.nl/allerhande/recept/R-R1194891/aardappel-broccolisoep-met-volkoren-kruiden-crostini,https://static.ah.nl/static/recepten/img_RAM_PRD144795_1024x748_JPG.jpg
0,Blueberry-muffins,12,10,230,0,https://www.ah.nl/allerhande/recept/R-R1194890/blueberry-muffins,https://static.ah.nl/static/recepten/img_RAM_PRD145196_1024x748_JPG.jpg
0,Gemberthee,4,5,5,0,https://www.ah.nl/allerhande/recept/R-R1194889/gemberthee,https://static.ah.nl/static/recepten/img_RAM_PRD145197_1024x748_JPG.jpg
0,Koolhydraatarm ontbijt: havermout met aardbeiensaus en pompoenpitten,2,15,220,0,https://www.ah.nl/allerhande/recept/R-R1194888/koolhydraatarm-ontbijt-havermout-met-aardbeiensaus-en-pompoenpitten,https://static.ah.nl/static/recepten/img_RAM_PRD145198_1024x748_JPG.jpg
0,"Koolhydraatarme lunch: maaltijdsalade met quinoa, courgette en tonijn",2,10,450,0,https://www.ah.nl/allerhande/recept/R-R1194887/koolhydraatarme-lunch-maaltijdsalade-met-quinoa-courgette-en-tonijn,https://static.ah.nl/static/recepten/img_RAM_PRD145199_1024x748_JPG.jpg
0,Marmercake,12,30,420,0,https://www.ah.nl/allerhande/recept/R-R1194886/marmercake,https://static.ah.nl/static/recepten/img_RAM_PRD145200_1024x748_JPG.jpg
0,Wentelteefjes van paasbrood,4,20,285,0,https://www.ah.nl/allerhande/recept/R-R1194885/wentelteefjes-van-paasbrood,https://static.ah.nl/static/recepten/img_RAM_PRD145204_1024x748_JPG.jpg
0,Matzes,12,30,65,0,https://www.ah.nl/allerhande/recept/R-R1194884/matzes,https://static.ah.nl/static/recepten/img_RAM_PRD145201_1024x748_JPG.jpg
0,Tuna melt-bitterballen,26,60,150,0,https://www.ah.nl/allerhande/recept/R-R1194883/tuna-melt-bitterballen,https://static.ah.nl/static/recepten/img_RAM_PRD145202_1024x748_JPG.jpg
0,Vegan koekjes,16,25,130,0,https://www.ah.nl/allerhande/recept/R-R1194882/vegan-koekjes,https://static.ah.nl/static/recepten/img_RAM_PRD145203_1024x748_JPG.jpg
0,Gehaktbal met gekookte aardappelen en sperziebonen,4,30,630,0,https://www.ah.nl/allerhande/recept/R-R1194864/gehaktbal-met-gekookte-aardappelen-en-sperziebonen,https://static.ah.nl/static/recepten/img_RAM_PRD143846_1024x748_JPG.jpg
0,Slavink met gekookte aardappelen en bloemkool,4,30,740,0,https://www.ah.nl/allerhande/recept/R-R1194863/slavink-met-gekookte-aardappelen-en-bloemkool,https://static.ah.nl/static/recepten/img_RAM_PRD143855_1024x748_JPG.jpg
0,Boerenkool met worst en spekjes,4,30,810,0,https://www.ah.nl/allerhande/recept/R-R1194862/boerenkool-met-worst-en-spekjes,https://static.ah.nl/static/recepten/img_RAM_PRD143844_1024x748_JPG.jpg
0,Spruitjesgratin met gehakt,4,25,705,0,https://www.ah.nl/allerhande/recept/R-R1194861/spruitjesgratin-met-gehakt,https://static.ah.nl/static/recepten/img_RAM_PRD143858_1024x748_JPG.jpg
0,Gebakken aardappeltjes met worst en sla,4,25,715,0,https://www.ah.nl/allerhande/recept/R-R1194860/gebakken-aardappeltjes-met-worst-en-sla,https://static.ah.nl/static/recepten/img_RAM_PRD143845_1024x748_JPG.jpg
0,Hollandse 'nasi' met satésaus ,4,25,810,0,https://www.ah.nl/allerhande/recept/R-R1194859/hollandse-nasi-met-satesaus,https://static.ah.nl/static/recepten/img_RAM_PRD143852_1024x748_JPG.jpg
0,Kip kerrie met sperziebonen,4,20,645,0,https://www.ah.nl/allerhande/recept/R-R1194858/kip-kerrie-met-sperziebonen,https://static.ah.nl/static/recepten/img_RAM_PRD143848_1024x748_JPG.jpg
0,Spaghetti bolognese met geraspte kaas,4,35,706,0,https://www.ah.nl/allerhande/recept/R-R1194857/spaghetti-bolognese-met-geraspte-kaas,https://static.ah.nl/static/recepten/img_RAM_PRD143856_1024x748_JPG.jpg
0,Pasta pesto met kip en tomaat,4,15,555,0,https://www.ah.nl/allerhande/recept/R-R1194856/pasta-pesto-met-kip-en-tomaat,https://static.ah.nl/static/recepten/img_RAM_PRD143853_1024x748_JPG.jpg
0,Macaroni met ham en courgette,4,20,670,0,https://www.ah.nl/allerhande/recept/R-R1194855/macaroni-met-ham-en-courgette,https://static.ah.nl/static/recepten/img_RAM_PRD143851_1024x748_JPG.jpg
0,Kipburger met gebakken aardappel &amp; spinazie,4,20,730,0,https://www.ah.nl/allerhande/recept/R-R1194854/kipburger-met-gebakken-aardappel-en-spinazie,https://static.ah.nl/static/recepten/img_RAM_PRD143850_1024x748_JPG.jpg
0,Zuurkool met spek,4,30,705,0,https://www.ah.nl/allerhande/recept/R-R1194853/zuurkool-met-spek,https://static.ah.nl/static/recepten/img_RAM_PRD143860_1024x748_JPG.jpg
0,Hutspot met gehaktbal,4,30,700,0,https://www.ah.nl/allerhande/recept/R-R1194852/hutspot-met-gehaktbal,https://static.ah.nl/static/recepten/img_RAM_PRD143847_1024x748_JPG.jpg
0,"Aardappelpuree met witlof, ham en kaas",4,30,545,0,https://www.ah.nl/allerhande/recept/R-R1194851/aardappelpuree-met-witlof-ham-en-kaas,https://static.ah.nl/static/recepten/img_RAM_PRD143842_1024x748_JPG.jpg
0,Kip met paprika in zoetzure saus,4,20,616,0,https://www.ah.nl/allerhande/recept/R-R1194850/kip-met-paprika-in-zoetzure-saus,https://static.ah.nl/static/recepten/img_RAM_PRD143849_1024x748_JPG.jpg
0,Spaghetti carbonara met tuinerwten,4,15,735,0,https://www.ah.nl/allerhande/recept/R-R1194849/spaghetti-carbonara-met-tuinerwten,https://static.ah.nl/static/recepten/img_RAM_PRD143857_1024x748_JPG.jpg
0,Bami met kip en pindasaus,4,15,760,0,https://www.ah.nl/allerhande/recept/R-R1194848/bami-met-kip-en-pindasaus,https://static.ah.nl/static/recepten/img_RAM_PRD143843_1024x748_JPG.jpg
0,Pita shoarma met rauwkost,4,15,600,0,https://www.ah.nl/allerhande/recept/R-R1194847/pita-shoarma-met-rauwkost,https://static.ah.nl/static/recepten/img_RAM_PRD143854_1024x748_JPG.jpg
0,Wraps met tomaat en gehakt,4,15,755,0,https://www.ah.nl/allerhande/recept/R-R1194846/wraps-met-tomaat-en-gehakt,https://static.ah.nl/static/recepten/img_RAM_PRD143859_1024x748_JPG.jpg
0,Aardappeltjes uit de oven met kip en broccoli,4,15,555,0,https://www.ah.nl/allerhande/recept/R-R1194845/aardappeltjes-uit-de-oven-met-kip-en-broccoli,https://static.ah.nl/static/recepten/img_RAM_PRD143861_1024x748_JPG.jpg
0,Spinaziestamppot met champignons en jus,4,30,460,0,https://www.ah.nl/allerhande/recept/R-R1194844/spinaziestamppot-met-champignons-en-jus,https://static.ah.nl/static/recepten/img_RAM_PRD144198_1024x748_JPG.jpg
0,Snelle bowl met bloemkoolrijst en zalm,4,15,645,0,https://www.ah.nl/allerhande/recept/R-R1194843/snelle-bowl-met-bloemkoolrijst-en-zalm,https://static.ah.nl/static/recepten/img_RAM_PRD144199_1024x748_JPG.jpg
0,"Gestoofde sukadelapjes met paprika, pastinaak en witte bonen",4,40,575,0,https://www.ah.nl/allerhande/recept/R-R1194842/gestoofde-sukadelapjes-met-paprika-pastinaak-en-witte-bonen,https://static.ah.nl/static/recepten/img_RAM_PRD144197_1024x748_JPG.jpg
0,Rodekool met pompoenpuree en worst,4,30,555,0,https://www.ah.nl/allerhande/recept/R-R1194831/rodekool-met-pompoenpuree-en-worst,https://static.ah.nl/static/recepten/img_RAM_PRD143034_1024x748_JPG.jpg
0,Rodekool-steaks uit de oven met witlofsalade en hazelnoten,4,35,560,0,https://www.ah.nl/allerhande/recept/R-R1194830/rodekool-steaks-uit-de-oven-met-witlofsalade-en-hazelnoten,https://static.ah.nl/static/recepten/img_RAM_PRD143035_1024x748_JPG.jpg
0,Rode zuurkool,8,30,25,0,https://www.ah.nl/allerhande/recept/R-R1194829/rode-zuurkool,https://static.ah.nl/static/recepten/img_RAM_PRD143017_1024x748_JPG.jpg
0,"Volkorenhavermout met banaan, amandel en kokos",4,15,405,0,https://www.ah.nl/allerhande/recept/R-R1194828/volkorenhavermout-met-banaan-amandel-en-kokos,https://static.ah.nl/static/recepten/img_RAM_PRD143026_1024x748_JPG.jpg
0,Geitenkaassalade met croutons van mueslibrood,4,20,360,0,https://www.ah.nl/allerhande/recept/R-R1194827/geitenkaassalade-met-croutons-van-mueslibrood,https://static.ah.nl/static/recepten/img_RAM_PRD142998_1024x748_JPG.jpg
0,Volkoren-quesadillas met spinazie en avocado-mangosalsa,4,20,650,0,https://www.ah.nl/allerhande/recept/R-R1194826/volkoren-quesadillas-met-spinazie-en-avocado-mangosalsa,https://static.ah.nl/static/recepten/img_RAM_PRD143025_1024x748_JPG.jpg
0,Wortelsoep met volkoren-kruidencroutons,4,25,405,0,https://www.ah.nl/allerhande/recept/R-R1194825/wortelsoep-met-volkoren-kruidencroutons,https://static.ah.nl/static/recepten/img_RAM_PRD143029_1024x748_JPG.jpg
0,"Frittata met zoete aardappel, witte kaas en spinaziesalade",4,5,590,0,https://www.ah.nl/allerhande/recept/R-R1194824/frittata-met-zoete-aardappel-witte-kaas-en-spinaziesalade,https://static.ah.nl/static/recepten/img_RAM_PRD142996_1024x748_JPG.jpg
0,Volkorenpenne met spruitjes en ansjovis,4,35,535,0,https://www.ah.nl/allerhande/recept/R-R1194823/volkorenpenne-met-spruitjes-en-ansjovis,https://static.ah.nl/static/recepten/img_RAM_PRD143028_1024x748_JPG.jpg
0,"Kipfilet met tomaat, mozzarella en prei-aardappelstamp",4,30,595,0,https://www.ah.nl/allerhande/recept/R-R1194822/kipfilet-met-tomaat-mozzarella-en-prei-aardappelstamp,https://static.ah.nl/static/recepten/img_RAM_PRD152201_1024x748_JPG.jpg
0,"Volkorenpasta met kip, Chinese kool, gember en tahin",4,15,500,0,https://www.ah.nl/allerhande/recept/R-R1194821/volkorenpasta-met-kip-chinese-kool-gember-en-tahin,https://static.ah.nl/static/recepten/img_RAM_PRD143027_1024x748_JPG.jpg
0,"Karbonades met champignonroomsaus, broccoli en rijst",4,35,685,0,https://www.ah.nl/allerhande/recept/R-R1194820/karbonades-met-champignonroomsaus-broccoli-en-rijst,https://static.ah.nl/static/recepten/img_RAM_PRD143004_1024x748_JPG.jpg
0,"Ovenschotel met zoete aardappel, bonen, avocado en ricotta ",4,15,620,0,https://www.ah.nl/allerhande/recept/R-R1194819/ovenschotel-met-zoete-aardappel-bonen-avocado-en-ricotta,https://static.ah.nl/static/recepten/img_RAM_PRD143013_1024x748_JPG.jpg
0,Preibroodjes met oude kaas en mosterd,16,15,225,0,https://www.ah.nl/allerhande/recept/R-R1194818/preibroodjes-met-oude-kaas-en-mosterd,https://static.ah.nl/static/recepten/img_RAM_PRD143015_1024x748_JPG.jpg
0,Gegrilde-preisoep met zalm,4,25,445,0,https://www.ah.nl/allerhande/recept/R-R1194817/gegrilde-preisoep-met-zalm,https://static.ah.nl/static/recepten/img_RAM_PRD142997_1024x748_JPG.jpg
0,Volkoren mac and cheese met pompoen,4,30,650,0,https://www.ah.nl/allerhande/recept/R-R1194816/volkoren-mac-and-cheese-met-pompoen,https://static.ah.nl/static/recepten/img_RAM_PRD143023_1024x748_JPG.jpg
0,Hamburger van gehakt en groenten,4,30,825,0,https://www.ah.nl/allerhande/recept/R-R1194815/hamburger-van-gehakt-en-groenten,https://static.ah.nl/static/recepten/img_RAM_PRD143002_1024x748_JPG.jpg
0,Hartige wafels met kip en guacamole,4,30,495,0,https://www.ah.nl/allerhande/recept/R-R1194814/hartige-wafels-met-kip-en-guacamole,https://static.ah.nl/static/recepten/img_RAM_PRD143003_1024x748_JPG.jpg
0,Groentepannenkoeken in regenboogkleuren,4,30,325,0,https://www.ah.nl/allerhande/recept/R-R1194813/groentepannenkoeken-in-regenboogkleuren,https://static.ah.nl/static/recepten/img_RAM_PRD143000_1024x748_JPG.jpg
0,Romige risotto met broccoli,4,40,478,0,https://www.ah.nl/allerhande/recept/R-R1194812/romige-risotto-met-broccoli,https://static.ah.nl/static/recepten/img_RAM_PRD143018_1024x748_JPG.jpg
0,Ovenschotel met puree en worst,4,50,644,0,https://www.ah.nl/allerhande/recept/R-R1194811/ovenschotel-met-puree-en-worst,https://static.ah.nl/static/recepten/img_RAM_PRD143011_1024x748_JPG.jpg
0,Noedelsoep met kip ,4,20,456,0,https://www.ah.nl/allerhande/recept/R-R1194810/noedelsoep-met-kip,https://static.ah.nl/static/recepten/img_RAM_PRD143010_1024x748_JPG.jpg
0,Groentecurry met broccolirijst en cashewnoten,4,35,550,0,https://www.ah.nl/allerhande/recept/R-R1194809/groentecurry-met-broccolirijst-en-cashewnoten,https://static.ah.nl/static/recepten/img_RAM_PRD142999_1024x748_JPG.jpg
0,Bloemkool-snacks met cheddar en paprikadip,12,25,100,0,https://www.ah.nl/allerhande/recept/R-R1194808/bloemkool-snacks-met-cheddar-en-paprikadip,https://static.ah.nl/static/recepten/img_RAM_PRD142994_1024x748_JPG.jpg
0,"Courgette-spaghetti met room, champignons en spekreepjes",4,30,415,0,https://www.ah.nl/allerhande/recept/R-R1194807/courgette-spaghetti-met-room-champignons-en-spekreepjes,https://static.ah.nl/static/recepten/img_RAM_PRD143031_1024x748_JPG.jpg
0,Lasagne van knolselderijbladen met gehakt en olijven,4,40,635,0,https://www.ah.nl/allerhande/recept/R-R1194806/lasagne-van-knolselderijbladen-met-gehakt-en-olijven,https://static.ah.nl/static/recepten/img_RAM_PRD143007_1024x748_JPG.jpg
0,Ovenschotel met tortillachips,4,15,685,0,https://www.ah.nl/allerhande/recept/R-R1194803/ovenschotel-met-tortillachips,https://static.ah.nl/static/recepten/img_RAM_PRD143012_1024x748_JPG.jpg
0,Vegan 'kwark' met gebakken appel &amp; pindakaas,2,15,355,0,https://www.ah.nl/allerhande/recept/R-R1194802/vegan-kwark-met-gebakken-appel-en-pindakaas,https://static.ah.nl/static/recepten/img_RAM_PRD145397_1024x748_JPG.jpg
0,"Kipstoof met pompoen, zwarte bonen &amp; Carribean spice",4,15,465,0,https://www.ah.nl/allerhande/recept/R-R1194801/kipstoof-met-pompoen-zwarte-bonen-en-carribean-spice,https://static.ah.nl/static/recepten/img_RAM_PRD145401_1024x748_JPG.jpg
0,Volkorenpasta met zalm en tomaat uit de oven,4,20,700,0,https://www.ah.nl/allerhande/recept/R-R1194800/volkorenpasta-met-zalm-en-tomaat-uit-de-oven,https://static.ah.nl/static/recepten/img_RAM_PRD145399_1024x748_JPG.jpg
0,Limoen-muntlimonade met bramen,4,5,65,0,https://www.ah.nl/allerhande/recept/R-R1194799/limoen-muntlimonade-met-bramen,https://static.ah.nl/static/recepten/img_RAM_PRD145396_1024x748_JPG.jpg
0,Zoete-aardappelstamppot met tonijn,4,20,465,0,https://www.ah.nl/allerhande/recept/R-R1194798/zoete-aardappelstamppot-met-tonijn,https://static.ah.nl/static/recepten/img_RAM_PRD145398_1024x748_JPG.jpg
0,"Kippendij uit de oven met ansjovis-citroenmarinade, broccoli en aardappelschijfjes ",4,30,540,0,https://www.ah.nl/allerhande/recept/R-R1194797/kippendij-uit-de-oven-met-ansjovis-citroenmarinade-broccoli-en-aardappelschijfjes,https://static.ah.nl/static/recepten/img_RAM_PRD145400_1024x748_JPG.jpg
0,Ravioli met geroosterde aubergine en ricotta ,4,15,685,0,https://www.ah.nl/allerhande/recept/R-R1194796/ravioli-met-geroosterde-aubergine-en-ricotta,https://static.ah.nl/static/recepten/img_RAM_PRD145395_1024x748_JPG.jpg
0,Roggebrood met avocado en tonijn,4,5,385,0,https://www.ah.nl/allerhande/recept/R-R1194795/roggebrood-met-avocado-en-tonijn,https://static.ah.nl/static/recepten/img_RAM_PRD145213_1024x748_JPG.jpg
0,"Gezonde yoghurt met muesli, banaan en bramen",4,5,320,0,https://www.ah.nl/allerhande/recept/R-R1194794/gezonde-yoghurt-met-muesli-banaan-en-bramen,https://static.ah.nl/static/recepten/img_RAM_PRD145208_1024x748_JPG.jpg
0,Snijbonenstamppot met prei en tartaar,4,25,595,0,https://www.ah.nl/allerhande/recept/R-R1194793/snijbonenstamppot-met-prei-en-tartaar,https://static.ah.nl/static/recepten/img_RAM_PRD145214_1024x748_JPG.jpg
0,Gezonde toast met geraspte tomaat en mozzarella,4,10,385,0,https://www.ah.nl/allerhande/recept/R-R1194792/gezonde-toast-met-geraspte-tomaat-en-mozzarella,https://static.ah.nl/static/recepten/img_RAM_PRD145217_1024x748_JPG.jpg
0,Overnight oats met noten en abrikozen,4,10,390,0,https://www.ah.nl/allerhande/recept/R-R1194791/overnight-oats-met-noten-en-abrikozen,https://static.ah.nl/static/recepten/img_RAM_PRD145211_1024x748_JPG.jpg
0,"Kippensoep met mais, zoete aardappel en zilvervliesrijst",4,25,595,0,https://www.ah.nl/allerhande/recept/R-R1194790/kippensoep-met-mais-zoete-aardappel-en-zilvervliesrijst,https://static.ah.nl/static/recepten/img_RAM_PRD145210_1024x748_JPG.jpg
0,Gezonde sandwich met roerei en gebakken spinazie,4,10,385,0,https://www.ah.nl/allerhande/recept/R-R1194789/gezonde-sandwich-met-roerei-en-gebakken-spinazie,https://static.ah.nl/static/recepten/img_RAM_PRD145206_1024x748_JPG.jpg
0,"Gezonde yoghurt met muesli, pindakaas en kersen",4,5,315,0,https://www.ah.nl/allerhande/recept/R-R1194788/gezonde-yoghurt-met-muesli-pindakaas-en-kersen,https://static.ah.nl/static/recepten/img_RAM_PRD145209_1024x748_JPG.jpg
0,Volkoren spaghetti met kipgehaktballetjes in tomatensaus en courgette,4,20,700,0,https://www.ah.nl/allerhande/recept/R-R1194787/volkoren-spaghetti-met-kipgehaktballetjes-in-tomatensaus-en-courgette,https://static.ah.nl/static/recepten/img_RAM_PRD145194_1024x748_JPG.jpg
0,"Rijstsalade met komkommer, tuinerwten en gerookte zalm",4,15,390,0,https://www.ah.nl/allerhande/recept/R-R1194786/rijstsalade-met-komkommer-tuinerwten-en-gerookte-zalm,https://static.ah.nl/static/recepten/img_RAM_PRD145212_1024x748_JPG.jpg
0,Geroosterd brood met zuivelspread en kiwi,4,5,325,0,https://www.ah.nl/allerhande/recept/R-R1194785/geroosterd-brood-met-zuivelspread-en-kiwi,https://static.ah.nl/static/recepten/img_RAM_PRD145205_1024x748_JPG.jpg
0,Volkoren noedels met geroosterde broccoli en gehakt,4,20,575,0,https://www.ah.nl/allerhande/recept/R-R1194784/volkoren-noedels-met-geroosterde-broccoli-en-gehakt,https://static.ah.nl/static/recepten/img_RAM_PRD145216_1024x748_JPG.jpg
0,Tosti-geitenkaas met tomaat en rucola,4,15,365,0,https://www.ah.nl/allerhande/recept/R-R1194783/tosti-geitenkaas-met-tomaat-en-rucola,https://static.ah.nl/static/recepten/img_RAM_PRD145215_1024x748_JPG.jpg
0,"Dahl met rode linzen, sperziebonen en gekookt ei",4,35,495,0,https://www.ah.nl/allerhande/recept/R-R1194782/dahl-met-rode-linzen-sperziebonen-en-gekookt-ei,https://static.ah.nl/static/recepten/img_RAM_PRD143871_1024x748_JPG.jpg
0,"Gezonde wraps met komkommersalade, cottagecheese en makreel",4,15,440,0,https://www.ah.nl/allerhande/recept/R-R1194781/gezonde-wraps-met-komkommersalade-cottagecheese-en-makreel,https://static.ah.nl/static/recepten/img_RAM_PRD145207_1024x748_JPG.jpg
0,Banaan-havermout-pannenkoeken,4,25,390,0,https://www.ah.nl/allerhande/recept/R-R1194780/banaan-havermout-pannenkoeken,https://static.ah.nl/static/recepten/img_RAM_PRD143802_1024x748_JPG.jpg
0,"Gezonde toast met zuivelspread, gebakken peer en rozijnen",4,10,405,0,https://www.ah.nl/allerhande/recept/R-R1194779/gezonde-toast-met-zuivelspread-gebakken-peer-en-rozijnen,https://static.ah.nl/static/recepten/img_RAM_PRD143811_1024x748_JPG.jpg
0,Eipotjes met tomaten en spinazie,4,10,315,0,https://www.ah.nl/allerhande/recept/R-R1194778/eipotjes-met-tomaten-en-spinazie,https://static.ah.nl/static/recepten/img_RAM_PRD143799_1024x748_JPG.jpg
0,"Gezonde shakshuka met aubergine, paprika, tomaat en volkoren pita",4,30,415,0,https://www.ah.nl/allerhande/recept/R-R1194777/gezonde-shakshuka-met-aubergine-paprika-tomaat-en-volkoren-pita,https://static.ah.nl/static/recepten/img_RAM_PRD143828_1024x748_JPG.jpg
0,Geroosterde-tomatensoep met witte bonen en kaastoast,4,20,445,0,https://www.ah.nl/allerhande/recept/R-R1194776/geroosterde-tomatensoep-met-witte-bonen-en-kaastoast,https://static.ah.nl/static/recepten/img_RAM_PRD143807_1024x748_JPG.jpg
0,"Ovenschotel met kip-champignonsaus, prei en aardappelpuree",4,25,735,0,https://www.ah.nl/allerhande/recept/R-R1194775/ovenschotel-met-kip-champignonsaus-prei-en-aardappelpuree,https://static.ah.nl/static/recepten/img_RAM_PRD143808_1024x748_JPG.jpg
0,"Rijstbowl met kibbeling, koolsalade, radijs en dressing",4,20,595,0,https://www.ah.nl/allerhande/recept/R-R1194774/rijstbowl-met-kibbeling-koolsalade-radijs-en-dressing,https://static.ah.nl/static/recepten/img_RAM_PRD145800_1024x748_JPG.jpg
0,"Pasta met champignonsaus, kip en tuinerwten",4,25,750,0,https://www.ah.nl/allerhande/recept/R-R1194773/pasta-met-champignonsaus-kip-en-tuinerwten,https://static.ah.nl/static/recepten/img_RAM_PRD143817_1024x748_JPG.jpg
0,Volkorencouscous met geroosterde venkel en mangoyoghurt,4,20,545,0,https://www.ah.nl/allerhande/recept/R-R1194772/volkorencouscous-met-geroosterde-venkel-en-mangoyoghurt,https://static.ah.nl/static/recepten/img_RAM_PRD143826_1024x748_JPG.jpg
0,"Gezonde pannenkoeken met groente, veldsla en rosbief",4,20,415,0,https://www.ah.nl/allerhande/recept/R-R1194771/gezonde-pannenkoeken-met-groente-veldsla-en-rosbief,https://static.ah.nl/static/recepten/img_RAM_PRD143809_1024x748_JPG.jpg
0,"Linzensalade met geroosterde pompoen, rode ui en cottagecheese",4,10,355,0,https://www.ah.nl/allerhande/recept/R-R1194770/linzensalade-met-geroosterde-pompoen-rode-ui-en-cottagecheese,https://static.ah.nl/static/recepten/img_RAM_PRD143814_1024x748_JPG.jpg
0,Volkoren-stokbrood met veldsla en pompoen-notenspread,4,10,380,0,https://www.ah.nl/allerhande/recept/R-R1194769/volkoren-stokbrood-met-veldsla-en-pompoen-notenspread,https://static.ah.nl/static/recepten/img_RAM_PRD143825_1024x748_JPG.jpg
0,Chia-pudding met karnemelk en aardbeiencompote,4,10,305,0,https://www.ah.nl/allerhande/recept/R-R1194768/chia-pudding-met-karnemelk-en-aardbeiencompote,https://static.ah.nl/static/recepten/img_RAM_PRD143804_1024x748_JPG.jpg
0,"Gebakken havermout met pindakaas, noten en magere kwark",4,5,380,0,https://www.ah.nl/allerhande/recept/R-R1194767/gebakken-havermout-met-pindakaas-noten-en-magere-kwark,https://static.ah.nl/static/recepten/img_RAM_PRD143805_1024x748_JPG.jpg
0,Magere kwark met perzik en studentenhaver,4,5,305,0,https://www.ah.nl/allerhande/recept/R-R1194766/magere-kwark-met-perzik-en-studentenhaver,https://static.ah.nl/static/recepten/img_RAM_PRD143831_1024x748_JPG.jpg
0,Muesli-notenbrood met komijnekaas en komkommer,4,5,345,0,https://www.ah.nl/allerhande/recept/R-R1194765/muesli-notenbrood-met-komijnekaas-en-komkommer,https://static.ah.nl/static/recepten/img_RAM_PRD143815_1024x748_JPG.jpg
0,Bliss balls met pindakaas en chocolade,15,10,100,0,https://www.ah.nl/allerhande/recept/R-R1194764/bliss-balls-met-pindakaas-en-chocolade,https://static.ah.nl/static/recepten/img_RAM_PRD143835_1024x748_JPG.jpg
0,Falafelballetjes uit de oven,4,30,700,0,https://www.ah.nl/allerhande/recept/R-R1194763/falafelballetjes-uit-de-oven,https://static.ah.nl/static/recepten/img_RAM_PRD143837_1024x748_JPG.jpg
0,Vegan bladerdeeghapjes,24,15,105,0,https://www.ah.nl/allerhande/recept/R-R1194762/vegan-bladerdeeghapjes,https://static.ah.nl/static/recepten/img_RAM_PRD143840_1024x748_JPG.jpg
0,Ei-wrap met spinazie en zalm,4,25,365,0,https://www.ah.nl/allerhande/recept/R-R1194761/ei-wrap-met-spinazie-en-zalm,https://static.ah.nl/static/recepten/img_RAM_PRD143836_1024x748_JPG.jpg
0,Koolhydraatarm ontbijt van gestoofde eieren met tomaat &amp; kiemgroente,2,10,220,0,https://www.ah.nl/allerhande/recept/R-R1194760/koolhydraatarm-ontbijt-van-gestoofde-eieren-met-tomaat-en-kiemgroente,https://static.ah.nl/static/recepten/img_RAM_PRD143864_1024x748_JPG.jpg
0,Koolhydraatarme lunch-salade met gegrilde makreelfilet en venkel,2,15,370,0,https://www.ah.nl/allerhande/recept/R-R1194759/koolhydraatarme-lunch-salade-met-gegrilde-makreelfilet-en-venkel,https://static.ah.nl/static/recepten/img_RAM_PRD143862_1024x748_JPG.jpg
0,Koolhydraatarme ovenschotel met kip en gegrilde groente,4,5,396,0,https://www.ah.nl/allerhande/recept/R-R1194758/koolhydraatarme-ovenschotel-met-kip-en-gegrilde-groente,https://static.ah.nl/static/recepten/img_RAM_PRD143863_1024x748_JPG.jpg
0,Gezonde snacks van courgette-bruschetta met tomatensalsa,12,15,45,0,https://www.ah.nl/allerhande/recept/R-R1194757/gezonde-snacks-van-courgette-bruschetta-met-tomatensalsa,https://static.ah.nl/static/recepten/img_RAM_PRD143865_1024x748_JPG.jpg
0,Vegan bananenbrood,12,15,315,0,https://www.ah.nl/allerhande/recept/R-R1194756/vegan-bananenbrood,https://static.ah.nl/static/recepten/img_RAM_PRD143839_1024x748_JPG.jpg
0,Vegan pasta,4,30,640,0,https://www.ah.nl/allerhande/recept/R-R1194755/vegan-pasta,https://static.ah.nl/static/recepten/img_RAM_PRD143841_1024x748_JPG.jpg
0,Tabouleh,4,20,165,0,https://www.ah.nl/allerhande/recept/R-R1194754/tabouleh,https://static.ah.nl/static/recepten/img_RAM_PRD147771_1024x748_JPG.jpg
0,Bloemkoolrisotto met aubergine &amp; Grana Padano,4,20,400,0,https://www.ah.nl/allerhande/recept/R-R1194744/bloemkoolrisotto-met-aubergine-en-grana-padano,https://static.ah.nl/static/recepten/img_RAM_PRD143870_1024x748_JPG.jpg
